Indicação de data e hora,Situação,Sexo:,Com qual cor/etnia você se identifica?,estado_civil,tem_filhos,renda_mensal_da_família,com_quem_mora_atualmente,residindo_em,dist_moradia_atual_para_universidade,Qual meio de transporte você utiliza para chegar à universidade,apresent_alguma_necessidade_educacional_especial,tipo_escola_cursou_ensino_fundamental,tipo_escola_cursou_ensino_médio,forma_ingresso,como_tomou_conhecimento_do_curso_de_sua_escolha,trabalha_exerce_alguma_atividade_remunerada,,participa_algum_tipo_de_atividade_organização_associação,principal_fator_que_determinou_sua_escolha_por_este_curso,,afinidade_linguagens,afinidade_humanas,afinidade_matemática,afinidade_ciencias_natureza,horas_diárias_de_estudo_fora_de_sala,motivação,Indique em que medida você conhece sobre o curso de sua escolha: [As atividades e tarefas exercidas durante o curso.],Indique em que medida você conhece sobre o curso de sua escolha: [O nível de dedicação exigido.],Indique em que medida você conhece sobre o curso de sua escolha: [As disciplinas ofertadas.],Indique em que medida você conhece sobre o curso de sua escolha: [As competências e habilidades requeridas.],"Indique em que medida você conhece sobre o curso de sua escolha: [As condições do mercado de trabalho (salário, empregabilidade, etc).]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Tenho boas competências para a área de tecnologia da informação.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Julgo que o meu curso me permitirá me realizar profissionalmente.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Pretendo concluir meu curso nesta instituição.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]","De acordo com sua percepção sobre sua vida acadêmica neste início de curso, assinale os itens a seguir: [Mesmo que pudesse, não mudaria de curso.]",Assinale DOIS fatores que você acredita que o ajudarão a concluir o curso com êxito:,Quais suas expectativas com a conclusão de seu curso?,O que você espera do curso que está inciando? Quais suas expectativas?,Curso em que você está matriculado:,"Quais foram a primeira e a segunda opção de cursos que você escolheu no ENEM/Sisu, respectivamente?",Assinale as DUAS principais dificuldades que você percebeu influenciar a conclusão do curso:,Você já concluiu ou está cursando algum outro curso tecnológico ou de graduação? [Não.],"Dentre os cursos oferecidos pela UFC, aquele no qual você havia ingressado sempre foi a formação que você desejou realizar?"
5/20/2015 21:35:35,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Pouquíssima afinidade,Pouquíssima afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Espero absolver todo o conhecimento necessário para ter um bom desempenho no mercado de trabalho.,Redes de computadores,"Redes de Computadores, Engenharia de Computação","Problemas Financeiros, Dificuldade com o aprendizado de programação",,
5/20/2015 21:35:38,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Acima de 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Soube no momento da minha inscrição no SISU.,"Sim, mas NÃO na área de tecnologia da informação ou afins.",,Não participo de nenhuma atividade.,Foi o curso que consegui aprovação com minha nota do ENEM.,,Muita afinidade,Muita afinidade,Muita afinidade,Muita afinidade,Até 2 horas,Pouco motivado.,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Poucas vezes se verifica,Nunca se verifica,Nunca se verifica,Nunca se verifica,,,,Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.,Gostaria de conseguir um bom emprego.,.....,Redes de computadores,Redes de computadores/Ciência da computação,"Problemas Pessoais, Dificuldade de Organizar Horários de Estudos",,
5/20/2015 21:35:43,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L3 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA)",Soube no momento da minha inscrição no SISU.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Por conta de um mercado de trabalho promissor.,,Alguma afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,Acima de 6 horas,Pouco motivado.,Conheço bem,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de conseguir um bom emprego.,Aumento dos conhecimentos na área da tecnologia e inserção na mesma.,Redes de computadores,"Redes de Computadores, Engenharia de softwere","Problemas Financeiros, por incrível que pareça, dificuldade com aprendizado em TGA.",,
5/20/2015 21:36:01,CANCELADO/ABANDONO,Feminino,,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona rural,Entre 25 km e 50 km,Venho de transporte alternativo e volto o ônibus universitário de minha cidade.,Não,Pública,Pública Tradicional,"Cota L1 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo)",Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,Pelo fato de a instituição de ensino ser uma universidade pública.,,Muita afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,De 2 a 3 horas,Muito motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que eu consiga concluir, e posteriormente me aprofundar no mercado de SI.",Redes de computadores,Redes de Computadores e Quimica,"Dificuldade de Transporte, Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",,
5/20/2015 21:36:44,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Muita afinidade,Pouquíssima afinidade,De 3 a 4 horas,Muito motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Apresente aulas dinâmicas e práticas e que proporcione uma boa formação, com conhecimentos necessários para atuar no mercado de trabalho.",Redes de computadores,"Redes de Computadores, Engenharia de Software","Problemas Financeiros, Problemas Familiares",,
5/20/2015 21:36:47,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",No site da universidade.,"Sim, na área de tecnologia da informação ou afins.",,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Conheço bem,Nunca se verifica,Nunca se verifica,Nunca se verifica,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Sao as melhores possiveis,Redes de computadores,Redes de Computadores - UFC e Redes de Computadores - IFCE,"Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/20/2015 21:38:00,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Alimentação no refeitório universitário gratuita., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",aumentar cada vez mais meu conhecimento na area por meio de especialização,Redes de computadores,"sistemas de informação, rede de computadores","Problemas Financeiros, Dificuldade de Organizar Horários de Estudos, Dificuldade com o aprendizado da matemática",,
5/20/2015 21:38:25,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Parentes,Zona urbana,Entre 10 km e 25 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,"Clube recreativo ou associação esportiva., Grupo cultural (dança, teatro, música, coral, etc).",É uma área com a qual me identifico.,,Alguma afinidade,Muita afinidade,Boa afinidade,Muita afinidade,De 2 a 3 horas,Muito motivado.,Conheço bem,Conheço bem,Pouquíssimo conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","espero que possua no próprio campus extensões como mestrado ou doutorado, e que o curso passe a ser mais interativo.",Redes de computadores,Redes de Computadores (UFC) e Matemática (UECE),"Dificuldade de Socialização, Dificuldade de Organizar Horários de Estudos",,
5/21/2015 9:47:47,ATIVO,Feminino,,Solteiro/a,Não,De 1001 até 2000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Particular,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Alguma afinidade,Pouquíssima afinidade,Alguma afinidade,Até 2 horas,Pouco motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Poucas vezes se verifica,Poucas vezes se verifica,Poucas vezes se verifica,Nunca se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que eu melhore cada dia mais, e que a dificuldade que eu tenho em matemática não me atrapalhe. Tenho expectativas boas.",Sistemas da informação,Sistemas de Informação e Design Digital,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 9:48:10,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Até 10 km,Automóvel particular,Não,Particular,Pública Tradicional,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,Até 2 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Experiência de estágio na área.",Gostaria de ganhar dinheiro com o meu próprio negócio.,espero que ele me ofereça novas oportunidades profissionais .,Sistemas da informação,"sistemas de informação ,engenharia de software","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/21/2015 9:48:47,CANCELADO/ABANDONO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Automóvel particular,Não,Particular,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,"Igreja ou grupo religioso., Clube recreativo ou associação esportiva.",É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Alguma afinidade,Boa afinidade,Até 2 horas,Motivado.,Algum conhecimento,Algum conhecimento,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se sempre,Verifica-se com frequência,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Acredito que o curso que estou iniciando irá abrir as portas para que eu possa empreender.,Sistemas da informação,Sistemas de Informação e Administração,"Dificuldade de Concentração, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 9:50:15,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona rural,Entre 50 km e 100 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,,,,Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).,"Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Minha expectativas são as melhores possessíveis, se identifico com o curso, não mim vejo trabalhando em outra área a não seja em TI.",Sistemas da informação,1) Sistema de Informação 2)Engenharia da Computação,"Dificuldade de Transporte, Problemas Financeiros",,
5/21/2015 9:50:27,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Família,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Escola e cursinhos,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Muita afinidade,De 3 a 4 horas,Motivado.,Conheço bem,Conheço bem,Algum conhecimento,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que esse curso possa me proporcionar um conhecimento maior sobre a tecnologia, espero poder realizar um mestrado e uma doutorado nessa área e espero que esse curso possa mudar a minha vida.",Sistemas da informação,Sistemas de Informação e Matemática,"Dificuldade de Transporte, Dificuldade de Concentração",,
5/21/2015 9:51:38,CANCELADO/ABANDONO,Masculino,,Separado/a ou Divorciado,Não,De 2001 até 3000 reais,Amigos,Zona urbana,Até 10 km,Automóvel particular,Não,Pública,Pública Tradicional,Ampla concorrência,Soube no momento da minha inscrição no SISU.,"Sim, mas NÃO na área de tecnologia da informação ou afins.",,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Alguma afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão., Experiência de estágio na área.",Gostaria de prestar um concurso e trabalhar no setor público.,"VOU ME ESFORÇAR PARA CONCLUSÃO DO CURSO, APESAR DE ALGUMAS DIFICULDADES QUE CONSIDERO NORMAIS.",Sistemas da informação,SISTEMAS DE INFORMAÇÃO / REDES DE COMPUTADORES,"Problemas Pessoais, Dificuldade de Socialização, Dificuldade de Concentração, Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 9:52:17,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Alguma afinidade,Alguma afinidade,Boa afinidade,Alguma afinidade,Até 2 horas,Motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Verifica-se com frequência,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","É um curso ótimo , no qual me indentifico muito  e espero concluí-lo para seguir nessa área e conseguir boas oportunidades de emprego no futuro.",Sistemas da informação,Sistema Informação/Engenharia de Sofware,"Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/21/2015 9:52:33,ATIVO,Masculino,,Solteiro/a,Não,De 2001 até 3000 reais,Sozinho,Zona urbana,Até 10 km,Ônibus universitário,Não,Particular,Particular,Ampla concorrência,Em sites especializados.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Alguma afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Algum conhecimento,Conheço muito bem,Algum conhecimento,Conheço muito bem,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Entender como o setor de TI funciona para depois montar uma empresa.,Sistemas da informação,1º SI e 2º EC,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 9:52:33,ATIVO,Masculino,,Solteiro/a,Não,Acima de 6000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública e particular,Particular,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,academia,Por gostar de tecnologia,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Motivado.,Algum conhecimento,Algum conhecimento,Algum conhecimento,Pouquíssimo conhecimento,Pouquíssimo conhecimento,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,Verifica-se sempre,,,,"O apoio da família., Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade).",Gostaria de ganhar dinheiro com o meu próprio negócio.,"Conheço pouco do curso ainda, mas me esforço para me adequar,  espero que consiga realizar meus desejos de um futuro profissional em TI. Contudo apos a minha formação, buscar especialização em algumas áreas....",Sistemas da informação,Sistemas da informação / Ciência da computação,"Problemas Financeiros, Dificuldade com o aprendizado da matemática",,
5/21/2015 9:52:58,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,"Cota L4 (Candidatos que cursaram todo o ensino médio em escolas públicas, INDEPENDENTE DA RENDA, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Boa afinidade,Alguma afinidade,De 2 a 3 horas,Motivado.,Conheço bem,Conheço bem,Conheço muito bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Verifica-se com frequência,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).",Conhecimento e realização profissional.,Sistemas da informação,Sistemas de informação e Engenharia da computação,"Problemas Financeiros, Problemas Familiares",,
5/21/2015 9:53:05,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,Ampla concorrência,Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Clube recreativo ou associação esportiva.,É uma área com a qual me identifico.,,Alguma afinidade,Muita afinidade,Boa afinidade,Alguma afinidade,De 4 a 6 horas,Motivado.,Conheço bem,Conheço muito bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se com frequência,Verifica-se sempre,Verifica-se com frequência,Verifica-se sempre,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de conseguir um bom emprego.,"espero,terminar o curso com êxito,e conseguir um bom emprego e realização profissional nessa área.",Sistemas da informação,"sistemas de informação,Quimica","Dificuldade de Concentração, Dificuldade com o aprendizado da matemática",,
5/21/2015 9:53:40,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública Tradicional,"Cota L2 (Candidatos que cursaram todo o ensino médio em escolas públicas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo, autodeclarados pretos, pardos ou indígenas)",Obtive conhecimento através de amigos e familiares.,Não exerço nenhuma atividade remunerada.,,Estamos ainda criando um grupo para auxiliar alunos do Ensino Médio em suas respectivas escolhas no futuro(Faculdade),Pelo interesse na área da Informática,,Muita afinidade,Boa afinidade,Pouquíssima afinidade,Pouquíssima afinidade,De 3 a 4 horas,Motivado.,Conheço muito bem,Conheço bem,Conheço muito bem,Conheço bem,Conheço muito bem,Verifica-se com frequência,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,,,,"O conhecimento que os professores têm das matérias e a habilidade em ensiná-las., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.","Gostaria de seguir uma carreira militar , logo após ao término do curso","Bom , já tenho ideia de que não será nada fácil, mas através muito esforço , através de um bom desempenho será possível. Estou com muita dificuldade, pois o ensino(Ensino Médio) que tive é totalmente diferente, mas pretendendo ter um bom desempenho na disciplina ao longo do curso.",Sistemas da informação,Engenharia de computação,"Dificuldade com o aprendizado da matemática, Dificuldade com o aprendizado de programação",,
5/21/2015 9:55:34,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Amigos,Zona rural,Até 10 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Alguma afinidade,Boa afinidade,Boa afinidade,Boa afinidade,De 3 a 4 horas,Muito motivado.,Conheço bem,Conheço bem,Conheço bem,Conheço bem,Algum conhecimento,Verifica-se sempre,Verifica-se sempre,Verifica-se sempre,Poucas vezes se verifica,,,,"Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares., Envolvimento em atividades de ensino, pesquisa e extensão.","Gostaria de seguir a vida acadêmica (mestrado, doutorado, etc).","Espero que este possa me ajudar a fazer novas descobertas na área da tecnologia, pois quero realizar um sonho, quero fazer alguma coisa para mudar o modo de vida da humanidade. ""Seja a diferença que você quer ver no mundo."" Mahatma Gandhi",Sistemas da informação,"Sistemas da Informação, Ciências da Computação","Dificuldade de Organizar Horários de Estudos, Dificuldade de Concentração",,
5/21/2015 9:55:43,ATIVO,Masculino,,Solteiro/a,Não,De 1001 até 2000 reais,Parentes,Zona urbana,Até 10 km,Ônibus universitário,Não,Pública,Particular,Ampla concorrência,No site da universidade.,Não exerço nenhuma atividade remunerada.,,Não participo de nenhuma atividade.,É uma área com a qual me identifico.,,Pouquíssima afinidade,Alguma afinidade,Muita afinidade,Boa afinidade,De 2 a 3 horas,Motivado.,Algum conhecimento,Conheço bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Verifica-se com frequência,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"Auxílio moradia (benefício oferecido pela UFC aos alunos de baixa renda para custearem sua moradia na cidade)., Envolvimento em atividades de ensino, pesquisa e extensão.",Gostaria de ganhar dinheiro com o meu próprio negócio.,Adquirir novos conhecimentos. Futuramente criar minha própria empresa.,Sistemas da informação,"Sistema de informacao ,  Ciencia da computacao","Dificuldade de Transporte, Problemas Financeiros",,
5/21/2015 9:56:27,ATIVO,Masculino,,Solteiro/a,Não,Até 1000 reais,Família,Zona urbana,Entre 25 km e 50 km,Ônibus universitário,Não,Pública,Pública - Profissionalizante na Área de Informática,Ampla concorrência,Escola e cursinhos,"Sim, mas NÃO na área de tecnologia da informação ou afins.",,Igreja ou grupo religioso.,É uma área com a qual me identifico.,,Boa afinidade,Boa afinidade,Muita afinidade,Alguma afinidade,Até 2 horas,Motivado.,Conheço muito bem,Conheço muito bem,Algum conhecimento,Algum conhecimento,Algum conhecimento,Poucas vezes se verifica,Verifica-se com frequência,Verifica-se com frequência,Poucas vezes se verifica,,,,"O apoio da família., Esforço e dedicação pessoal para com os estudos e a realização dos compromissos escolares.",Gostaria de ganhar dinheiro com o meu próprio negócio.,"A cada dia gosto mais, portanto a cada dia quero aprender mais e mais. Me apaixono pelo curso a cada dia. ^_^",Sistemas da informação,Sistemas de Informação/Redes de Computadores,"Dificuldade de Transporte, Problemas Financeiros, Dificuldade de Socialização, Dificuldade de Concentração",,
